name,position,department,timestamp,date
Susan Barabino,Executive Assistant,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Justin Brown,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Kelly Brown,Ticket Sales Coordinator,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Brian Burnard,Director of Premium and Season Ticket Sales,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Paul Cacciatore,"Vice President, Member Experience & Arena Operations","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Nicholas Cacici,Premium Event Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Susanne Canvin,Marketing & Advertising Coordinator,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Craig Cassano,Sr. Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Lauren Chesnulevich,Sr. Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
David Cohen,"Director, Member Experience & Retention","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Michael Corcoran,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Sam Crocker,Digital Content Producer,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Jacob Cruz,Premium and Season Ticket Sales Manager,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Marc D'Amico,Digital Content Director & Team Reporter,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Anna Dyakiv,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Steven Gadsden,"Sr. Video Producer, Live Events","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Kyle George,Digital Development Coordinator,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Brittany Glenn,"Director, VIP Member Experience & Retention","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Rich Gotham,Team President,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Matt Griffin,VP of Strategic Marketing & Business Operations,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Alexandra Hart,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Mackenzie Henderson,"VP, Ticket Sales","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Alex Herko,Digital Content Producer,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Kara Hutchinson,Director of Marketing,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Duane Johnson,Director of Ticket Operations,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Winston Jones,Marketing Analyst,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Erin Kelly,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
John Krafick,Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Carley Lenahan,Event Coordinator,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Jamie Miller,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Chrissy Leach,Group Sales Manager,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Erin Lewis,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Colleen Rossetti,VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Tyler Massey,Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Eileen O'Malley,Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Sara Page,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Jillian Paine,Director of Inside Sales,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
McKenzie Pezze,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Amanda Pflugrad,Celtics.com Video Reporter,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Tiffany Philyaw,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
John Picard,Sr. Digital Videographer,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Katie Punda,Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Bill Ramos,"Director, Digital Development & Innovation","Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Marc Rogers,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Andrew Sherwin,Director of Business Operations,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Taylor Snow,Digital Production Coordinator,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Zachary Soulier,Account Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Sean Sullivan,VP of Live Events,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Shawn Sullivan,Chief Marketing Officer,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Matthew Tardiff,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Michael Wan,Business Operations Analyst,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Jake Wendling,Director of Game Presentation & Events,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Jack Wu,Graphic Designer,"Marketing, Ticket Sales, and Service",20180328220257,2018-03-28
Brandon Chinn,Communications Assistant Manager,Media Relations,20180328220257,2018-03-28
Christian Megliola,"Senior VP, Communications",Media Relations,20180328220257,2018-03-28
Brian Olive,Media Services Manager,Media Relations,20180328220257,2018-03-28
Jeffrey Twiss,VP of Media Services/Alumni Relations,Media Relations,20180328220257,2018-03-28
Heather Walker,Sr. Director of Public Relations,Media Relations,20180328220257,2018-03-28
Jamie Casselberry,Staff Accountant,Finance / Administration,20180328220257,2018-03-28
Peter Fayette,Director of Operations,Finance / Administration,20180328220257,2018-03-28
Patrick Lynch,Vice President & Controller,Finance / Administration,20180328220257,2018-03-28
Will Lynner,Staff Accountant,Finance / Administration,20180328220257,2018-03-28
Barbara Reed,Sr. Director of Human Resources & Investor Services,Finance / Administration,20180328220257,2018-03-28
Bill Reissfelder,Sr. Vice President & CFO,Finance / Administration,20180328220257,2018-03-28
Clancy Wolf,Receptionist & Assistant Office Manager,Finance / Administration,20180328220257,2018-03-28
Alice Zottoli,Accounting Manager,Finance / Administration,20180328220257,2018-03-28
Rob Billings,Risk Management,Operations,20180328220257,2018-03-28
Rick Coombs,Manager of Technology Programs and Services,Operations,20180328220257,2018-03-28
Tim Knecht,Information Technology Administrator,Operations,20180328220257,2018-03-28
James Parker,Associate Team Counsel,Operations,20180328220257,2018-03-28
Jay Wessland,Vice President & CTO,Operations,20180328220257,2018-03-28
Wyc Grousbeck,"Managing Partner, Governor & Chief Executive Officer",Managing Partners,20180204050858,2018-02-04
H. Irving Grousbeck,Managing Partner & Alternate Governor,Managing Partners,20180204050858,2018-02-04
Stephen Pagliuca,Managing Partner & Alternate Governor,Managing Partners,20180204050858,2018-02-04
Robert Epstein,Managing Partner & Alternate Governor,Managing Partners,20180204050858,2018-02-04
Wendy Cooper,Executive Assistant,Managing Partners,20180204050858,2018-02-04
Austin Ainge,Director of Player Personnel,Basketball Operations,20180204050858,2018-02-04
Danny Ainge,President of Basketball Operations,Basketball Operations,20180204050858,2018-02-04
Jerome Allen,Assistant Coach,Basketball Operations,20180204050858,2018-02-04
Gibson Arnold,Regional Scout,Basketball Operations,20180204050858,2018-02-04
Brandon Bailey,Assistant Video Coordinator,Basketball Operations,20180204050858,2018-02-04
Alex Barlow,Video Assistant,Basketball Operations,20180204050858,2018-02-04
Frank Burke,Director of Basketball Administration,Basketball Operations,20180204050858,2018-02-04
Drew Cannon,Basketball Operations Analyst,Basketball Operations,20180204050858,2018-02-04
Remy Cofield,Basketball Operations Assistant,Basketball Operations,20180204050858,2018-02-04
Jake Eastman,Basketball Operations Assistant,Basketball Operations,20180204050858,2018-02-04
Kenny Graves,Coaching Associate/Director of Player Development,Basketball Operations,20180204050858,2018-02-04
Jay Larranaga,Assistant Coach,Basketball Operations,20180204050858,2018-02-04
Armond Lavallee,Assistant Strength and Conditioning Coach,Basketball Operations,20180204050858,2018-02-04
Luiz Lemes,International Scout,Basketball Operations,20180204050858,2018-02-04
David Lewin,Director of Scouting,Basketball Operations,20180204050858,2018-02-04
Todd Lickliter,Regional Scout,Basketball Operations,20180204050858,2018-02-04
Andrew Mannix,Basketball Facilities Manager,Basketball Operations,20180204050858,2018-02-04
Benas Matkevicius,International Scout,Basketball Operations,20180204050858,2018-02-04
Walter McCarty,Assistant Coach,Basketball Operations,20180204050858,2018-02-04
Kathleen Nimmo,Team Services Manager,Basketball Operations,20180204050858,2018-02-04
Matthew Reynolds,Video Assistant,Basketball Operations,20180204050858,2018-02-04
Gary Schmidt,Advance Scout,Basketball Operations,20180204050858,2018-02-04
Micah Shrewsberry,Assistant Coach,Basketball Operations,20180204050858,2018-02-04
David Sparks,Director of Basketball Analytics,Basketball Operations,20180204050858,2018-02-04
Brad Stevens,Head Coach,Basketball Operations,20180204050858,2018-02-04
Tyler Yeaton,Assistant Strength and Conditioning Coach,Basketball Operations,20180204050858,2018-02-04
Jamie Young,Assistant Coach,Basketball Operations,20180204050858,2018-02-04
Mike Zarren,Assistant General Manager & Team Counsel,Basketball Operations,20180204050858,2018-02-04
Pete Chrisafideis,Home Equipment Personnel,Team Services,20180204050858,2018-02-04
John Connor,Team Travel & Equipment Manager,Team Services,20180204050858,2018-02-04
Phil Lynch,Director of Team Security,Team Services,20180204050858,2018-02-04
Francis O'Bryant,Operations Liaison,Team Services,20180204050858,2018-02-04
Dr. Johann Bilsborough,Director of Sport Science,Medical Staff,20180204050858,2018-02-04
Brian Dolan,Physical Therapist,Medical Staff,20180204050858,2018-02-04
"Brian McKeon, M.D.",Chief Medical Officer & Team Physician,Medical Staff,20180204050858,2018-02-04
Nicholas Alberti,Corporate Partnerships Activation Assistant,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Chris Baker,"Sr. Director, Corporate Partnerships","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Dana Barros,Community Relations Consultant,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
John Borders IV,Community Engagement Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Kelsie Bryant,Community Engagement Assistant,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Tessa Caffrey,"Sr. Director, Corporate Partnerships Events and Hospitality","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Ted Dalton,"Senior VP, Corporate Partnerships & Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Nicole Federico,"Sr. Director, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Jim Ferris,"Managing Director, CLTX Crossover Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Claire Fox,"Manager, Corporate Partnership Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Leanda Helms,Sr. Designer and Creative Strategist,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
David Hoffman,"Sr. Director, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Kara Keena,"Sr. Manager, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Kelsey Keena,"Sr. Coordinator, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Vicky Le,"Sr. Director, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Bil Marzouki,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Leon Powe,Community Ambassador,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Siobhan Sherbovich,"Director, Corporate Partnerships","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Richie Smith,"Manager, Analytics & Strategy","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Jake Spiak,"Manager, Corporate Partnerships","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Alec Spivack,"Strategy Coordinator, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Sam Taub,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Johnson Tran,Community Engagement Coordinator,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
JoJo White,Director of Special Projects,"Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Ariann Williams,"Sr. Coordinator, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20180204050858,2018-02-04
Kit Ackerman,Mascot Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Susan Barabino,Executive Assistant,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Justin Brown,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Kelly Brown,Ticket Sales Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Brian Burnard,Director of Premium and Season Ticket Sales,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Paul Cacciatore,"Vice President, Business & Arena Operations","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Nicholas Cacici,Premium Event Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Susanne Canvin,Marketing & Advertising Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Craig Cassano,Sr. Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Lauren Chesnulevich,Sr. Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
David Cohen,"Director, Member Experience & Retention","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Michael Corcoran,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Sam Crocker,Digital Content Producer,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Jacob Cruz,Premium and Season Ticket Sales Manager,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Marc D'Amico,Digital Content Director & Team Reporter,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Anna Dyakiv,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Steven Gadsden,"Sr. Video Producer, Live Events","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Kyle George,Digital Development Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Brittany Glenn,"Director, VIP Member Experience & Retention","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Rich Gotham,Team President,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Matt Griffin,VP of Strategic Marketing & Business Operations,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Alexandra Hart,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Mackenzie Henderson,"VP, Ticket Sales","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Alex Herko,Digital Content Producer,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Kara Hutchinson,Director of Marketing,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Duane Johnson,Director of Ticket Operations,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Winston Jones,Marketing Analyst,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Erin Kelly,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
John Krafick,Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Carley Lenahan,Event Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Jamie Miller,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Chrissy Leach,Group Sales Manager,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Erin Lewis,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Colleen Rossetti,VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Tyler Massey,Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Eileen O'Malley,Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Sara Page,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Jillian Paine,Director of Inside Sales,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
McKenzie Pezze,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Amanda Pflugrad,Celtics.com Video Reporter,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Tiffany Philyaw,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
John Picard,Sr. Digital Videographer,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Katie Punda,Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Bill Ramos,"Director, Digital Development & Innovation","Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Marc Rogers,Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Andrew Sherwin,Director of Business Operations,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Taylor Snow,Digital Production Coordinator,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Zachary Soulier,Account Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Sean Sullivan,VP of Live Events,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Shawn Sullivan,Chief Marketing Officer,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Matthew Tardiff,Member Experience Executive,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Michael Wan,Business Operations Analyst,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Jake Wendling,Director of Game Presentation & Events,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Jack Wu,Graphic Designer,"Marketing, Ticket Sales, and Service",20180204050858,2018-02-04
Brandon Chinn,Communications Assistant Manager,Media Relations,20180204050858,2018-02-04
Christian Megliola,"Senior VP, Communications",Media Relations,20180204050858,2018-02-04
Brian Olive,Media Services Manager,Media Relations,20180204050858,2018-02-04
Jeffrey Twiss,VP of Media Services/Alumni Relations,Media Relations,20180204050858,2018-02-04
Heather Walker,Sr. Director of Public Relations,Media Relations,20180204050858,2018-02-04
Peter Fayette,Director of Operations,Finance / Administration,20180204050858,2018-02-04
Patrick Lynch,Assistant Controller & Sr. Director of Finance,Finance / Administration,20180204050858,2018-02-04
Will Lynner,Staff Accountant,Finance / Administration,20180204050858,2018-02-04
Tim Rath,Vice President & Controller,Finance / Administration,20180204050858,2018-02-04
Barbara Reed,Sr. Director of Human Resources & Investor Services,Finance / Administration,20180204050858,2018-02-04
Bill Reissfelder,Sr. Vice President & CFO,Finance / Administration,20180204050858,2018-02-04
Clancy Wolf,Receptionist & Assistant Office Manager,Finance / Administration,20180204050858,2018-02-04
Alice Zottoli,Accounting Manager,Finance / Administration,20180204050858,2018-02-04
Rob Billings,Risk Management,Operations,20180204050858,2018-02-04
Rick Coombs,Manager of Technology Programs and Services,Operations,20180204050858,2018-02-04
Tim Knecht,Information Technology Administrator,Operations,20180204050858,2018-02-04
James Parker,Associate Team Counsel,Operations,20180204050858,2018-02-04
Jay Wessland,Vice President & CTO,Operations,20180204050858,2018-02-04
Wyc Grousbeck,"Managing Partner, Governor & Chief Executive Officer",Managing Partners,20180619045542,2018-06-19
H. Irving Grousbeck,Managing Partner & Alternate Governor,Managing Partners,20180619045542,2018-06-19
Stephen Pagliuca,Managing Partner & Alternate Governor,Managing Partners,20180619045542,2018-06-19
Robert Epstein,Managing Partner & Alternate Governor,Managing Partners,20180619045542,2018-06-19
Wendy Cooper,Executive Assistant,Managing Partners,20180619045542,2018-06-19
Austin Ainge,Director of Player Personnel,Basketball Operations,20180619045542,2018-06-19
